How many of the following are polar?<p><pre>HCN    SiH<sub>4</sub>    PH<sub>3</sub>    CO<sub>2</sub></pre>,2,1,0,4,3
How many of the following are polar?<p><pre>HCN    SF<sub>6</sub>    SiH<sub>4</sub>    CO<sub>2</sub></pre>,1,0,4,3,2
How many of the following are polar?<p><pre>HCN    SF<sub>6</sub>    PH<sub>3</sub>    SiH<sub>4</sub></pre>,2,1,0,4,3
How many of the following are polar?<p><pre>XeF<sub>4</sub>    SF<sub>6</sub>    SiH<sub>4</sub>    CO<sub>2</sub></pre>,0,4,3,2,1
How many of the following are polar?<p><pre>HCN    XeF<sub>4</sub>    SiH<sub>4</sub>    CO<sub>2</sub></pre>,1,0,4,3,2
How many of the following are polar?<p><pre>HCN    SF<sub>6</sub>    XeF<sub>4</sub>    CO<sub>2</sub></pre>,1,0,4,3,2
How many of the following are polar?<p><pre>HCN    SF<sub>6</sub>    SiH<sub>4</sub>    XeF<sub>4</sub></pre>,1,0,4,3,2
A single bond consists of ___.,one &sigma; bond,one &sigma; bond and one &pi; bond,one &sigma; bond and two &pi; bonds,two &pi; bonds,two &sigma; bonds
A double bond consists of ___.,one &sigma; bond and one &pi; bond,one &sigma; bond and two &pi; bonds,two &pi; bonds,two &sigma; bonds,one &sigma; bond
A triple bond consists of ___.,one &sigma; bond and two &pi; bonds,two &pi; bonds,two &sigma; bonds,one &sigma; bond,one &sigma; bond and one &pi; bond
Draw a molecular orbital diagram for the 2p electrons B<sub>2</sub>. The bond order is ___.,1,0,4,3,2
Draw a molecular orbital diagram for the 2p electrons B<sub>2</sub>. There are ___ bonding electrons.,2,1,0,6,4
Draw a molecular orbital diagram for the 2p electrons B<sub>2</sub>. There are ___ antibonding electrons.,0,6,4,2,1
Draw a molecular orbital diagram for the 2p electrons B<sub>2</sub>. There are ___ unpaired electrons.,2,1,0,6,4
Draw a molecular orbital diagram for the 2p electrons C<sub>2</sub>. The bond order is ___.,2,1,0,4,3
Draw a molecular orbital diagram for the 2p electrons C<sub>2</sub>. There are ___ bonding electrons.,4,2,0,6,1
Draw a molecular orbital diagram for the 2p electrons C<sub>2</sub>. There are ___ antibonding electrons.,0,5,4,2,1
Draw a molecular orbital diagram for the 2p electrons C<sub>2</sub>. There are ___ unpaired electrons.,0,6,4,2,1
Draw a molecular orbital diagram for the 2p electrons N<sub>2</sub>. The bond order is ___.,3,2,1,0,4
Draw a molecular orbital diagram for the 2p electrons N<sub>2</sub>. There are ___ bonding electrons.,6,4,2,1,0
Draw a molecular orbital diagram for the 2p electrons N<sub>2</sub>. There are ___ antibonding electrons.,0,6,4,2,1
Draw a molecular orbital diagram for the 2p electrons N<sub>2</sub>. There are ___ unpaired electrons.,0,6,4,2,1
Draw a molecular orbital diagram for the 2p electrons O<sub>2</sub>. The bond order is ___.,2,1,0,4,3
Draw a molecular orbital diagram for the 2p electrons O<sub>2</sub>. There are ___ bonding electrons.,6,4,3,2,0
Draw a molecular orbital diagram for the 2p electrons O<sub>2</sub>. There are ___ antibonding electrons.,2,1,6,4,0
Draw a molecular orbital diagram for the 2p electrons O<sub>2</sub>. There are ___ unpaired electrons.,2,1,0,4,3
Draw a molecular orbital diagram for the 2p electrons F<sub>2</sub>. The bond order is ___.,1,0,4,3,2
Draw a molecular orbital diagram for the 2p electrons F<sub>2</sub>. There are ___ bonding electrons.,6,4,2,0,3
Draw a molecular orbital diagram for the 2p electrons F<sub>2</sub>. There are ___ antibonding electrons.,4,2,0,6,3
Draw a molecular orbital diagram for the 2p electrons F<sub>2</sub>. There are ___ unpaired electrons.,0,1,2,4,6
Draw a molecular orbital diagram for the 2p electrons B<sub>2</sub>. The removal of an electron will ___.,make the bond longer,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons B<sub>2</sub>. The removal of an electron will ___.,make the bond weaker,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons B<sub>2</sub>. The addition of an electron will ___.,make the bond shorter,make the bond longer,decrease the bond order,make the bond weaker,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons B<sub>2</sub>. The addition of an electron will ___.,make the bond stronger,make the bond longer,decrease the bond order,make the bond weaker,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons C<sub>2</sub>. The removal of an electron will ___.,make the bond longer,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons C<sub>2</sub>. The removal of an electron will ___.,make the bond weaker,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons C<sub>2</sub>. The addition of an electron will ___.,make the bond shorter,make the bond longer,decrease the bond order,make the bond weaker,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons C<sub>2</sub>. The addition of an electron will ___.,make the bond stronger,make the bond longer,decrease the bond order,make the bond weaker,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons N<sub>2</sub>. The removal of an electron will ___.,make the bond longer,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons N<sub>2</sub>. The removal of an electron will ___.,make the bond weaker,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons N<sub>2</sub>. The addition of an electron will ___.,make the bond longer,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons N<sub>2</sub>. The addition of an electron will ___.,make the bond weaker,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons O<sub>2</sub>. The removal of an electron will ___.,make the bond shorter,make the bond longer,decrease the bond order,make the bond weaker,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons O<sub>2</sub>. The removal of an electron will ___.,make the bond stronger,make the bond longer,decrease the bond order,make the bond weaker,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons O<sub>2</sub>. The addition of an electron will ___.,make the bond longer,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons O<sub>2</sub>. The addition of an electron will ___.,make the bond weaker,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons F<sub>2</sub>. The removal of an electron will ___.,make the bond shorter,make the bond longer,decrease the bond order,make the bond weaker,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons F<sub>2</sub>. The removal of an electron will ___.,make the bond stronger,make the bond longer,decrease the bond order,make the bond weaker,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons F<sub>2</sub>. The addition of an electron will ___.,make the bond longer,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
Draw a molecular orbital diagram for the 2p electrons F<sub>2</sub>. The addition of an electron will ___.,make the bond weaker,make the bond stronger,make the bond shorter,make the bond order larger,have no effect on the bonding
