A solution is made by dissolving 17.644 g of napthalene (128.17 g/mol)  in 450.0 g of benzene (T<sub>b</sub> =   80.1 <sup>o</sup>C and K<sub>b</sub> =  2.530 <sup>o</sup>C/m) What is the boiling point of the solution?,   80.9 <sup>o</sup>C,   79.3 <sup>o</sup>C,   80.1 <sup>o</sup>C,   -0.8 <sup>o</sup>C,    0.8 <sup>o</sup>C
A solution is made by dissolving 18.638 g of toluene ( 92.14 g/mol)  in 600.0 g of ethanol (T<sub>b</sub> =   78.4 <sup>o</sup>C and K<sub>b</sub> =  1.220 <sup>o</sup>C/m) What is the boiling point of the solution?,   78.6 <sup>o</sup>C,   78.2 <sup>o</sup>C,   78.4 <sup>o</sup>C,   -0.2 <sup>o</sup>C,    0.2 <sup>o</sup>C
A solution is made by dissolving 16.713 g of xylene (106.16 g/mol)  in 600.0 g of ethanol (T<sub>b</sub> =   78.4 <sup>o</sup>C and K<sub>b</sub> =  1.220 <sup>o</sup>C/m) What is the boiling point of the solution?,   78.6 <sup>o</sup>C,   78.2 <sup>o</sup>C,   78.4 <sup>o</sup>C,   -0.2 <sup>o</sup>C,    0.2 <sup>o</sup>C
A solution is made by dissolving 19.288 g of acetone ( 58.08 g/mol)  in 150.0 g of ethanol (T<sub>b</sub> =   78.4 <sup>o</sup>C and K<sub>b</sub> =  1.220 <sup>o</sup>C/m) What is the boiling point of the solution?,   79.4 <sup>o</sup>C,   77.4 <sup>o</sup>C,   78.4 <sup>o</sup>C,   -1.0 <sup>o</sup>C,    1.0 <sup>o</sup>C
A solution is made by dissolving 17.561 g of 3-penanone ( 86.13 g/mol)  in 600.0 g of ethanol (T<sub>b</sub> =   78.4 <sup>o</sup>C and K<sub>b</sub> =  1.220 <sup>o</sup>C/m) What is the boiling point of the solution?,   78.6 <sup>o</sup>C,   78.2 <sup>o</sup>C,   78.4 <sup>o</sup>C,   -0.2 <sup>o</sup>C,    0.2 <sup>o</sup>C
A solution is made by dissolving 13.951 g of 2-pentanal ( 88.15 g/mol)  in 450.0 g of ethanol (T<sub>b</sub> =   78.4 <sup>o</sup>C and K<sub>b</sub> =  1.220 <sup>o</sup>C/m) What is the boiling point of the solution?,   78.6 <sup>o</sup>C,   78.2 <sup>o</sup>C,   78.4 <sup>o</sup>C,   -0.2 <sup>o</sup>C,    0.2 <sup>o</sup>C
A solution is made by dissolving 12.851 g of napthalene (128.17 g/mol)  in 600.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   77.3 <sup>o</sup>C,   76.1 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -0.6 <sup>o</sup>C,    0.6 <sup>o</sup>C
A solution is made by dissolving 17.409 g of biphenyl (154.21 g/mol)  in 150.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   80.0 <sup>o</sup>C,   73.5 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -3.3 <sup>o</sup>C,    3.3 <sup>o</sup>C
A solution is made by dissolving 16.601 g of anthracene (178.23 g/mol)  in 150.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   79.8 <sup>o</sup>C,   73.6 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -3.1 <sup>o</sup>C,    3.1 <sup>o</sup>C
A solution is made by dissolving 12.824 g of benzophenone (182.22 g/mol)  in 600.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   77.3 <sup>o</sup>C,   76.1 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -0.6 <sup>o</sup>C,    0.6 <sup>o</sup>C
A solution is made by dissolving 14.276 g of bromobenzene (157.01 g/mol)  in 150.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   79.4 <sup>o</sup>C,   74.0 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -2.7 <sup>o</sup>C,    2.7 <sup>o</sup>C
A solution is made by dissolving 14.366 g of toluene ( 92.14 g/mol)  in 300.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   78.1 <sup>o</sup>C,   75.4 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -1.3 <sup>o</sup>C,    1.3 <sup>o</sup>C
A solution is made by dissolving 14.408 g of xylene (106.16 g/mol)  in 600.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   77.4 <sup>o</sup>C,   76.0 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -0.7 <sup>o</sup>C,    0.7 <sup>o</sup>C
A solution is made by dissolving 19.839 g of acetone ( 58.08 g/mol)  in 300.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   78.6 <sup>o</sup>C,   74.9 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -1.9 <sup>o</sup>C,    1.9 <sup>o</sup>C
A solution is made by dissolving 14.226 g of 3-penanone ( 86.13 g/mol)  in 150.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   79.4 <sup>o</sup>C,   74.0 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -2.7 <sup>o</sup>C,    2.7 <sup>o</sup>C
A solution is made by dissolving 13.303 g of 2-pentanal ( 88.15 g/mol)  in 450.0 g of carbon tetrachloride (T<sub>b</sub> =   76.7 <sup>o</sup>C and K<sub>b</sub> =  5.020 <sup>o</sup>C/m) What is the boiling point of the solution?,   77.6 <sup>o</sup>C,   75.9 <sup>o</sup>C,   76.7 <sup>o</sup>C,   -0.8 <sup>o</sup>C,    0.8 <sup>o</sup>C
A solution is made by dissolving 15.281 g of napthalene (128.17 g/mol)  in 300.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   62.2 <sup>o</sup>C,   60.2 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -1.0 <sup>o</sup>C,    1.0 <sup>o</sup>C
A solution is made by dissolving 17.702 g of biphenyl (154.21 g/mol)  in 300.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   62.4 <sup>o</sup>C,   60.0 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -1.2 <sup>o</sup>C,    1.2 <sup>o</sup>C
A solution is made by dissolving 17.065 g of anthracene (178.23 g/mol)  in 150.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   63.5 <sup>o</sup>C,   58.9 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -2.3 <sup>o</sup>C,    2.3 <sup>o</sup>C
A solution is made by dissolving 13.488 g of benzophenone (182.22 g/mol)  in 450.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   61.8 <sup>o</sup>C,   60.6 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -0.6 <sup>o</sup>C,    0.6 <sup>o</sup>C
A solution is made by dissolving 12.646 g of bromobenzene (157.01 g/mol)  in 300.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   62.0 <sup>o</sup>C,   60.4 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -0.8 <sup>o</sup>C,    0.8 <sup>o</sup>C
A solution is made by dissolving 19.246 g of toluene ( 92.14 g/mol)  in 300.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   62.5 <sup>o</sup>C,   59.9 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -1.3 <sup>o</sup>C,    1.3 <sup>o</sup>C
A solution is made by dissolving 18.282 g of xylene (106.16 g/mol)  in 300.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   62.4 <sup>o</sup>C,   60.0 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -1.2 <sup>o</sup>C,    1.2 <sup>o</sup>C
A solution is made by dissolving 14.317 g of acetone ( 58.08 g/mol)  in 600.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   61.7 <sup>o</sup>C,   60.7 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -0.5 <sup>o</sup>C,    0.5 <sup>o</sup>C
A solution is made by dissolving 17.054 g of 3-penanone ( 86.13 g/mol)  in 450.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   62.0 <sup>o</sup>C,   60.4 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -0.8 <sup>o</sup>C,    0.8 <sup>o</sup>C
A solution is made by dissolving 15.428 g of 2-pentanal ( 88.15 g/mol)  in 150.0 g of chloroform (T<sub>b</sub> =   61.2 <sup>o</sup>C and K<sub>b</sub> =  3.630 <sup>o</sup>C/m) What is the boiling point of the solution?,   63.2 <sup>o</sup>C,   59.2 <sup>o</sup>C,   61.2 <sup>o</sup>C,   -2.0 <sup>o</sup>C,    2.0 <sup>o</sup>C
A solution is made by dissolving 16.488 g of napthalene (128.17 g/mol)  in 450.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  182.5 <sup>o</sup>C,  180.9 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -0.8 <sup>o</sup>C,    0.8 <sup>o</sup>C
A solution is made by dissolving 19.310 g of biphenyl (154.21 g/mol)  in 600.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  182.4 <sup>o</sup>C,  181.0 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -0.7 <sup>o</sup>C,    0.7 <sup>o</sup>C
A solution is made by dissolving 12.181 g of anthracene (178.23 g/mol)  in 450.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  182.3 <sup>o</sup>C,  181.1 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -0.6 <sup>o</sup>C,    0.6 <sup>o</sup>C
A solution is made by dissolving 19.329 g of benzophenone (182.22 g/mol)  in 300.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  183.2 <sup>o</sup>C,  180.2 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -1.5 <sup>o</sup>C,    1.5 <sup>o</sup>C
A solution is made by dissolving 17.424 g of bromobenzene (157.01 g/mol)  in 450.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  182.6 <sup>o</sup>C,  180.8 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -0.9 <sup>o</sup>C,    0.9 <sup>o</sup>C
A solution is made by dissolving 16.110 g of toluene ( 92.14 g/mol)  in 300.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  182.9 <sup>o</sup>C,  180.5 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -1.2 <sup>o</sup>C,    1.2 <sup>o</sup>C
A solution is made by dissolving 14.828 g of xylene (106.16 g/mol)  in 300.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  182.8 <sup>o</sup>C,  180.6 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -1.1 <sup>o</sup>C,    1.1 <sup>o</sup>C
A solution is made by dissolving 14.158 g of acetone ( 58.08 g/mol)  in 150.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  183.8 <sup>o</sup>C,  179.6 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -2.1 <sup>o</sup>C,    2.1 <sup>o</sup>C
A solution is made by dissolving 13.951 g of 3-penanone ( 86.13 g/mol)  in 600.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  182.2 <sup>o</sup>C,  181.2 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -0.5 <sup>o</sup>C,    0.5 <sup>o</sup>C
A solution is made by dissolving 12.487 g of 2-pentanal ( 88.15 g/mol)  in 300.0 g of phenol (T<sub>b</sub> =  181.7 <sup>o</sup>C and K<sub>b</sub> =  3.560 <sup>o</sup>C/m) What is the boiling point of the solution?,  182.6 <sup>o</sup>C,  180.8 <sup>o</sup>C,  181.7 <sup>o</sup>C,   -0.9 <sup>o</sup>C,    0.9 <sup>o</sup>C
A solution is made by dissolving 14.920 g of napthalene (128.17 g/mol)  in 300.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    3.5 <sup>o</sup>C,    3.5 <sup>o</sup>C,    5.5 <sup>o</sup>C,    2.0 <sup>o</sup>C,   -2.0 <sup>o</sup>C
A solution is made by dissolving 13.245 g of biphenyl (154.21 g/mol)  in 300.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    3.7 <sup>o</sup>C,    3.7 <sup>o</sup>C,    5.5 <sup>o</sup>C,    1.8 <sup>o</sup>C,   -1.8 <sup>o</sup>C
A solution is made by dissolving 14.058 g of anthracene (178.23 g/mol)  in 450.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    4.2 <sup>o</sup>C,    4.2 <sup>o</sup>C,    5.5 <sup>o</sup>C,    1.3 <sup>o</sup>C,   -1.3 <sup>o</sup>C
A solution is made by dissolving 16.337 g of benzophenone (182.22 g/mol)  in 150.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    1.1 <sup>o</sup>C,    1.1 <sup>o</sup>C,    5.5 <sup>o</sup>C,    4.4 <sup>o</sup>C,   -4.4 <sup>o</sup>C
A solution is made by dissolving 19.508 g of bromobenzene (157.01 g/mol)  in 450.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    3.8 <sup>o</sup>C,    3.8 <sup>o</sup>C,    5.5 <sup>o</sup>C,    1.7 <sup>o</sup>C,   -1.7 <sup>o</sup>C
A solution is made by dissolving 16.049 g of toluene ( 92.14 g/mol)  in 300.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    3.4 <sup>o</sup>C,    3.4 <sup>o</sup>C,    5.5 <sup>o</sup>C,    2.1 <sup>o</sup>C,   -2.1 <sup>o</sup>C
A solution is made by dissolving 12.859 g of xylene (106.16 g/mol)  in 600.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    4.6 <sup>o</sup>C,    4.6 <sup>o</sup>C,    5.5 <sup>o</sup>C,    0.9 <sup>o</sup>C,   -0.9 <sup>o</sup>C
A solution is made by dissolving 15.677 g of acetone ( 58.08 g/mol)  in 600.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    4.5 <sup>o</sup>C,    4.5 <sup>o</sup>C,    5.5 <sup>o</sup>C,    1.0 <sup>o</sup>C,   -1.0 <sup>o</sup>C
A solution is made by dissolving 16.769 g of 3-penanone ( 86.13 g/mol)  in 600.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    4.4 <sup>o</sup>C,    4.4 <sup>o</sup>C,    5.5 <sup>o</sup>C,    1.1 <sup>o</sup>C,   -1.1 <sup>o</sup>C
A solution is made by dissolving 12.150 g of 2-pentanal ( 88.15 g/mol)  in 150.0 g of benzene (T<sub>f</sub> =    5.5 <sup>o</sup>C and K<sub>f</sub> =  5.150 <sup>o</sup>C/m) What is the freezing point of the solution?,    2.2 <sup>o</sup>C,    2.2 <sup>o</sup>C,    5.5 <sup>o</sup>C,    3.3 <sup>o</sup>C,   -3.3 <sup>o</sup>C
A solution is made by dissolving 12.592 g of napthalene (128.17 g/mol)  in 150.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -115.7 <sup>o</sup>C, -115.7 <sup>o</sup>C, -114.6 <sup>o</sup>C,    1.1 <sup>o</sup>C,   -1.1 <sup>o</sup>C
A solution is made by dissolving 14.654 g of biphenyl (154.21 g/mol)  in 150.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -115.9 <sup>o</sup>C, -115.9 <sup>o</sup>C, -114.6 <sup>o</sup>C,    1.3 <sup>o</sup>C,   -1.3 <sup>o</sup>C
A solution is made by dissolving 12.002 g of anthracene (178.23 g/mol)  in 450.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -114.9 <sup>o</sup>C, -114.9 <sup>o</sup>C, -114.6 <sup>o</sup>C,    0.3 <sup>o</sup>C,   -0.3 <sup>o</sup>C
A solution is made by dissolving 17.256 g of benzophenone (182.22 g/mol)  in 450.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -115.1 <sup>o</sup>C, -115.1 <sup>o</sup>C, -114.6 <sup>o</sup>C,    0.5 <sup>o</sup>C,   -0.5 <sup>o</sup>C
A solution is made by dissolving 18.619 g of bromobenzene (157.01 g/mol)  in 150.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -116.2 <sup>o</sup>C, -116.2 <sup>o</sup>C, -114.6 <sup>o</sup>C,    1.6 <sup>o</sup>C,   -1.6 <sup>o</sup>C
A solution is made by dissolving 13.535 g of toluene ( 92.14 g/mol)  in 450.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -115.0 <sup>o</sup>C, -115.0 <sup>o</sup>C, -114.6 <sup>o</sup>C,    0.4 <sup>o</sup>C,   -0.4 <sup>o</sup>C
A solution is made by dissolving 15.634 g of xylene (106.16 g/mol)  in 300.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -115.3 <sup>o</sup>C, -115.3 <sup>o</sup>C, -114.6 <sup>o</sup>C,    0.7 <sup>o</sup>C,   -0.7 <sup>o</sup>C
A solution is made by dissolving 13.200 g of acetone ( 58.08 g/mol)  in 450.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -115.0 <sup>o</sup>C, -115.0 <sup>o</sup>C, -114.6 <sup>o</sup>C,    0.4 <sup>o</sup>C,   -0.4 <sup>o</sup>C
A solution is made by dissolving 19.430 g of 3-penanone ( 86.13 g/mol)  in 450.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -115.2 <sup>o</sup>C, -115.2 <sup>o</sup>C, -114.6 <sup>o</sup>C,    0.6 <sup>o</sup>C,   -0.6 <sup>o</sup>C
A solution is made by dissolving 12.717 g of 2-pentanal ( 88.15 g/mol)  in 600.0 g of ethanol (T<sub>f</sub> = -114.6 <sup>o</sup>C and K<sub>f</sub> =  1.990 <sup>o</sup>C/m) What is the freezing point of the solution?, -114.9 <sup>o</sup>C, -114.9 <sup>o</sup>C, -114.6 <sup>o</sup>C,    0.3 <sup>o</sup>C,   -0.3 <sup>o</sup>C
